Age,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,OverTime,DistanceFromHome,NumCompaniesWorked,EnvironmentSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,Education,Department,JobRole,MaritalStatus,EducationField,Gender,BusinessTravel,StockOptionLevel,Attrition
37,1458,4,3,3,0,1,6,4,3,1,1,7,3,1,Sales,Lab Tech,Married,HR,Female,Travel_Rarely,3,0
30,7597,3,1,14,0,17,0,4,4,4,7,7,5,3,R&D,Sales Exec,Married,Other,Male,Non-Travel,1,0
45,8718,3,4,24,1,12,0,4,1,2,4,3,6,1,R&D,Healthcare Rep,Divorced,HR,Male,Travel_Rarely,2,0
46,3420,3,3,34,0,10,3,3,2,4,10,0,3,1,R&D,Research Sci,Married,HR,Female,Travel_Rarely,2,0
30,2441,2,3,13,0,5,9,2,1,1,1,14,5,3,Sales,Healthcare Rep,Single,Tech Degree,Female,Travel_Rarely,1,0
52,2990,2,2,18,0,29,6,2,2,1,6,11,1,1,R&D,Healthcare Rep,Single,Marketing,Female,Travel_Rarely,0,1
23,1287,4,4,37,1,18,1,2,4,1,12,0,3,2,Sales,Manager,Divorced,Other,Male,Travel_Rarely,0,0
35,11008,3,1,35,0,15,1,1,4,3,14,6,2,4,R&D,Director,Married,Life Sci,Male,Travel_Rarely,0,0
22,2994,2,4,6,0,6,0,4,2,2,8,0,2,2,Sales,Lab Tech,Divorced,Marketing,Male,Travel_Rarely,0,0
42,10704,3,3,29,0,7,9,3,2,1,8,6,4,4,HR,Mfg Dir,Single,Marketing,Male,Travel_Rarely,1,0
19,1000,2,4,18,0,17,1,3,1,3,0,1,3,2,Sales,Mfg Dir,Married,Medical,Male,Travel_Rarely,3,0
27,20000,1,1,24,1,6,6,1,4,1,6,6,4,4,Sales,Research Sci,Married,Life Sci,Male,Non-Travel,0,0
47,2928,1,1,15,0,8,8,3,1,4,8,12,6,1,HR,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,2,0
22,1000,3,2,39,0,12,5,2,2,2,5,4,5,3,R&D,Manager,Married,Medical,Female,Travel_Rarely,0,0
50,1000,4,1,7,0,21,9,1,3,4,0,0,0,3,Sales,Sales Exec,Married,Medical,Male,Travel_Frequently,3,0
18,6856,2,1,17,0,14,1,3,3,3,1,0,6,5,R&D,Healthcare Rep,Married,HR,Female,Travel_Rarely,1,0
35,5379,2,4,27,1,12,9,1,3,4,3,0,2,4,Sales,Healthcare Rep,Divorced,Tech Degree,Male,Non-Travel,3,0
49,8100,1,4,15,0,23,9,1,2,4,13,4,1,5,HR,Sales Rep,Divorced,Marketing,Female,Travel_Rarely,3,0
28,1000,1,3,18,0,10,8,3,1,1,3,8,2,5,R&D,Sales Rep,Divorced,Other,Male,Travel_Rarely,3,0
38,1000,4,2,16,0,22,6,2,4,4,1,11,0,4,Sales,Sales Rep,Divorced,Marketing,Male,Travel_Rarely,0,0
43,3552,4,4,12,0,20,0,3,2,1,7,8,1,3,R&D,Director,Married,Marketing,Male,Travel_Frequently,0,0
42,2451,4,1,6,1,15,8,4,3,1,1,10,3,4,Sales,Mfg Dir,Married,HR,Female,Travel_Rarely,3,1
39,3098,3,3,26,0,7,1,4,1,2,2,0,3,1,R&D,Sales Rep,Divorced,Marketing,Male,Travel_Rarely,1,0
44,20000,1,4,9,0,26,3,3,4,3,13,9,6,5,HR,Healthcare Rep,Married,Life Sci,Male,Travel_Rarely,0,0
30,17659,3,2,33,1,9,8,2,4,3,3,1,2,5,HR,Lab Tech,Single,Marketing,Female,Non-Travel,1,0
50,14263,1,2,35,0,10,3,4,2,3,8,6,1,4,R&D,Lab Tech,Married,Marketing,Male,Non-Travel,0,0
51,7658,1,3,24,0,10,2,4,2,1,9,1,5,5,R&D,Director,Single,Life Sci,Male,Travel_Rarely,1,0
58,2191,2,3,5,0,16,0,3,4,3,0,5,1,3,Sales,Lab Tech,Married,HR,Female,Travel_Rarely,0,0
52,2656,1,3,23,1,29,6,3,4,1,7,9,4,5,R&D,Healthcare Rep,Married,Medical,Male,Travel_Frequently,3,0
18,3988,1,3,17,0,7,5,3,3,2,11,8,0,4,R&D,Mfg Dir,Single,Tech Degree,Female,Non-Travel,2,1
38,8875,3,3,22,1,28,9,1,4,3,14,7,6,3,R&D,Mfg Dir,Divorced,HR,Female,Travel_Frequently,2,1
23,1000,1,1,5,0,5,3,1,2,1,13,10,3,3,HR,Mfg Dir,Married,Marketing,Female,Travel_Rarely,1,0
45,2760,3,1,28,0,23,5,1,1,3,4,8,2,5,Sales,Sales Exec,Divorced,Medical,Male,Travel_Rarely,1,0
34,1000,4,4,24,0,3,5,3,3,3,6,8,1,4,Sales,Sales Exec,Married,Tech Degree,Male,Travel_Rarely,3,0
22,3614,1,2,16,0,18,3,2,3,2,7,7,3,5,Sales,Sales Exec,Divorced,Tech Degree,Female,Travel_Rarely,3,0
48,11458,1,1,23,0,11,5,4,4,4,14,14,2,1,Sales,Sales Exec,Married,Tech Degree,Female,Travel_Rarely,1,0
22,7627,3,1,10,0,15,9,1,1,3,4,1,3,1,Sales,Lab Tech,Married,Life Sci,Male,Travel_Rarely,2,0
55,1292,4,1,25,0,21,7,2,3,2,7,0,2,3,R&D,HR,Divorced,Life Sci,Male,Travel_Rarely,3,1
20,18646,2,4,33,1,20,2,3,2,3,9,8,3,5,R&D,Lab Tech,Single,Medical,Male,Travel_Rarely,1,0
40,5503,4,3,27,1,5,3,1,4,3,10,8,5,1,Sales,HR,Divorced,Marketing,Female,Travel_Rarely,3,0
54,1000,3,4,2,0,24,9,3,2,3,7,12,4,2,R&D,Lab Tech,Married,Medical,Male,Travel_Rarely,3,0
54,1474,4,2,10,0,12,0,2,4,3,8,7,0,1,Sales,Healthcare Rep,Married,Marketing,Female,Travel_Rarely,0,0
27,1510,3,2,37,0,4,3,1,3,4,1,4,3,5,R&D,Manager,Single,HR,Female,Travel_Frequently,3,0
27,1000,3,2,13,0,15,9,1,4,4,2,2,0,5,R&D,Manager,Married,Tech Degree,Male,Travel_Rarely,1,0
36,16072,2,2,25,1,9,9,1,1,3,0,3,3,1,R&D,Sales Exec,Married,Tech Degree,Male,Travel_Frequently,3,0
34,3252,1,1,20,0,7,8,1,2,3,3,16,6,5,HR,Manager,Divorced,Life Sci,Female,Travel_Rarely,1,0
38,11307,3,1,38,0,10,7,2,1,2,14,15,1,5,Sales,Research Sci,Divorced,HR,Female,Travel_Rarely,0,0
31,1944,3,4,29,1,29,3,1,2,2,14,15,4,2,R&D,Director,Divorced,Other,Male,Non-Travel,0,0
26,1000,2,3,7,0,28,6,4,2,1,4,2,6,3,HR,Director,Married,HR,Female,Travel_Rarely,2,0
18,3215,3,2,19,0,23,9,4,4,4,10,5,5,5,R&D,Manager,Divorced,Marketing,Male,Travel_Rarely,0,0
30,1000,1,4,31,0,13,2,3,3,3,0,0,4,4,Sales,Director,Married,HR,Male,Non-Travel,0,1
21,3327,2,1,21,0,29,8,1,3,4,7,15,0,3,R&D,HR,Divorced,Life Sci,Female,Travel_Rarely,1,0
18,12647,1,1,6,0,8,9,4,1,2,1,14,1,3,R&D,Healthcare Rep,Single,Marketing,Female,Travel_Frequently,2,0
57,3677,1,3,8,1,12,3,4,4,4,0,6,2,4,HR,Director,Married,Medical,Male,Travel_Rarely,0,0
49,4792,2,3,0,1,22,1,4,3,4,1,1,6,1,Sales,Healthcare Rep,Divorced,Marketing,Female,Non-Travel,3,0
51,1000,3,3,28,0,24,9,2,2,3,14,9,4,2,Sales,Sales Exec,Divorced,Medical,Female,Travel_Rarely,2,0
45,1000,1,4,7,1,19,4,1,2,3,12,14,5,5,R&D,Manager,Married,Other,Male,Non-Travel,0,0
48,1000,1,1,3,0,26,1,2,4,2,4,5,6,1,Sales,Healthcare Rep,Divorced,Marketing,Female,Travel_Rarely,2,0
25,4563,1,1,34,1,26,9,2,1,3,8,1,1,4,Sales,Sales Rep,Single,Tech Degree,Male,Travel_Rarely,0,1
56,1000,1,3,2,0,1,5,4,4,2,8,16,1,2,Sales,Sales Exec,Married,Other,Female,Travel_Rarely,1,0
43,2357,2,2,39,1,16,9,4,1,2,1,0,0,2,Sales,Healthcare Rep,Married,Medical,Male,Travel_Rarely,2,0
51,3993,2,3,6,1,22,0,3,4,1,1,0,5,2,Sales,Research Sci,Single,Life Sci,Female,Non-Travel,2,0
20,2460,4,4,26,0,17,5,1,2,1,2,3,1,4,HR,Director,Single,Other,Female,Travel_Rarely,0,0
29,1000,4,3,0,1,25,3,1,4,1,6,15,1,1,Sales,Research Sci,Single,Other,Female,Travel_Frequently,2,1
18,1599,1,3,26,1,18,2,4,3,4,10,7,2,5,Sales,HR,Married,Other,Female,Non-Travel,0,0
22,13177,3,4,15,1,11,1,4,3,1,2,0,0,2,Sales,Sales Exec,Single,Medical,Female,Travel_Rarely,3,0
47,5634,1,3,37,0,18,6,1,4,3,0,10,0,2,HR,Mfg Dir,Married,Medical,Female,Travel_Rarely,2,0
47,3426,3,1,6,1,7,8,3,1,3,13,16,5,1,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,2,0
34,1000,1,2,22,1,18,2,4,1,1,13,9,1,2,R&D,Healthcare Rep,Married,Tech Degree,Female,Travel_Rarely,1,1
40,20000,4,3,10,0,26,5,3,2,4,13,11,2,2,Sales,Director,Married,Other,Male,Travel_Rarely,1,0
32,5565,4,4,32,1,8,8,2,2,2,5,8,3,4,R&D,Manager,Married,Marketing,Female,Travel_Frequently,2,0
54,1905,3,2,35,0,6,1,4,1,4,2,6,4,3,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,1,0
38,10570,1,4,36,0,7,6,2,4,4,0,11,6,1,Sales,Manager,Married,Tech Degree,Female,Non-Travel,2,0
31,1494,3,2,16,0,23,4,4,2,2,13,14,0,1,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,0,0
19,3926,4,2,34,0,22,4,2,1,2,12,7,2,1,R&D,Sales Exec,Divorced,Tech Degree,Female,Travel_Rarely,2,0
28,5053,1,3,4,0,10,6,4,1,2,3,16,5,4,R&D,Mfg Dir,Married,Life Sci,Male,Travel_Frequently,2,0
56,1249,1,1,31,0,11,8,3,4,3,12,4,2,4,HR,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,3,0
55,19174,3,3,2,1,25,3,3,3,2,0,13,1,5,HR,Healthcare Rep,Married,HR,Female,Travel_Rarely,1,0
51,6895,2,4,34,0,13,8,3,1,2,0,1,4,4,Sales,HR,Married,Tech Degree,Female,Travel_Rarely,1,0
55,4080,3,4,13,0,9,9,2,2,4,11,15,0,1,R&D,Mfg Dir,Divorced,Tech Degree,Female,Travel_Rarely,3,0
51,1000,4,2,30,0,7,8,3,4,4,1,16,3,5,Sales,Director,Married,HR,Female,Non-Travel,0,0
35,1000,4,2,30,0,9,3,2,4,1,9,2,1,3,HR,HR,Married,Tech Degree,Male,Travel_Rarely,0,0
47,1928,4,1,16,1,13,2,4,4,4,7,0,0,2,Sales,Manager,Single,Medical,Female,Non-Travel,0,0
32,6995,4,3,23,0,26,1,2,3,2,1,3,6,2,HR,Research Sci,Married,Marketing,Male,Travel_Rarely,3,0
44,1568,4,4,22,1,3,8,4,3,3,10,14,5,5,R&D,Sales Rep,Married,Marketing,Female,Travel_Rarely,2,0
51,3877,2,2,17,0,3,1,1,2,4,1,9,0,3,R&D,Sales Rep,Divorced,Life Sci,Male,Travel_Rarely,0,0
55,6508,1,1,13,0,1,5,1,2,4,14,4,2,2,Sales,HR,Divorced,Life Sci,Male,Travel_Frequently,0,1
50,1000,3,4,14,0,21,4,1,4,2,10,10,6,5,R&D,Research Sci,Married,HR,Male,Travel_Frequently,3,0
41,5780,3,2,14,0,20,4,2,2,4,10,6,4,4,HR,Director,Divorced,Medical,Female,Non-Travel,1,0
32,1000,4,4,5,0,2,3,1,1,4,9,4,3,1,Sales,HR,Married,Life Sci,Female,Travel_Frequently,3,0
47,16780,3,1,26,0,25,5,1,3,2,9,11,4,3,R&D,Manager,Divorced,Marketing,Female,Travel_Rarely,1,0
59,3351,4,1,14,0,3,4,1,4,4,7,14,2,2,Sales,Sales Exec,Divorced,Life Sci,Female,Travel_Rarely,0,0
34,1000,2,4,35,1,15,3,4,4,3,11,11,3,1,R&D,HR,Single,Life Sci,Female,Non-Travel,0,0
22,2095,2,3,7,0,24,8,3,1,1,5,3,3,5,Sales,Sales Rep,Married,Tech Degree,Male,Non-Travel,2,1
46,2667,1,4,14,0,6,5,2,1,4,11,11,1,2,Sales,Lab Tech,Married,Life Sci,Male,Travel_Frequently,2,0
21,7097,2,2,2,0,13,9,1,1,3,10,16,3,1,HR,Sales Rep,Single,HR,Male,Travel_Rarely,1,1
27,6801,2,3,12,0,21,9,4,1,4,3,15,0,4,R&D,Research Sci,Single,Marketing,Female,Non-Travel,0,1
34,4732,1,2,33,1,1,9,3,4,1,2,10,4,3,Sales,Manager,Divorced,HR,Male,Travel_Rarely,0,0
27,1000,3,4,23,0,20,2,3,3,2,0,1,5,5,R&D,Director,Divorced,HR,Female,Travel_Frequently,3,0
34,1000,4,3,39,0,19,9,3,3,1,10,15,5,2,Sales,Healthcare Rep,Divorced,Other,Male,Travel_Rarely,0,0
37,1000,4,2,31,1,1,5,4,1,4,2,0,4,4,Sales,Lab Tech,Divorced,Medical,Female,Travel_Frequently,0,0
41,4303,3,4,31,0,28,0,1,2,1,11,16,1,3,R&D,HR,Divorced,Other,Male,Travel_Rarely,3,0
22,10483,1,4,29,0,21,4,3,4,1,13,12,3,3,Sales,Lab Tech,Single,Other,Female,Travel_Rarely,3,0
51,2844,3,3,12,0,22,9,4,3,2,8,4,2,4,R&D,Research Sci,Single,Tech Degree,Male,Travel_Rarely,0,0
23,1000,2,4,0,0,2,5,4,1,4,4,5,6,2,R&D,Manager,Single,HR,Male,Travel_Rarely,2,1
19,4082,1,1,33,1,15,7,2,2,1,12,0,6,3,R&D,Director,Single,Medical,Male,Travel_Rarely,2,1
30,8349,1,2,14,1,14,8,4,2,1,5,9,0,5,HR,HR,Single,Marketing,Female,Travel_Rarely,0,0
28,6768,1,2,13,1,19,2,3,1,2,4,4,1,1,Sales,Manager,Married,Marketing,Male,Travel_Rarely,2,0
40,10662,4,4,28,0,11,1,3,4,3,0,0,6,5,R&D,HR,Divorced,Medical,Male,Travel_Rarely,3,0
33,1627,3,4,33,0,15,3,4,3,4,9,10,3,3,R&D,Director,Divorced,HR,Male,Travel_Rarely,2,0
48,1078,1,1,17,1,6,7,3,2,3,0,6,5,1,Sales,HR,Married,HR,Female,Travel_Rarely,0,0
28,10593,1,3,6,0,20,7,4,3,3,3,9,2,4,R&D,Manager,Divorced,Tech Degree,Male,Non-Travel,2,0
33,5358,1,4,28,0,9,2,3,3,2,14,14,3,1,R&D,HR,Married,Tech Degree,Female,Non-Travel,0,0
25,1862,3,4,30,0,5,3,2,2,2,2,3,1,1,R&D,Manager,Divorced,Other,Male,Travel_Rarely,2,0
21,6780,4,4,24,0,20,2,1,1,4,10,15,2,1,R&D,Research Sci,Married,Marketing,Male,Travel_Frequently,0,0
57,8440,2,4,37,0,2,9,2,2,3,7,14,6,3,Sales,Sales Exec,Single,Tech Degree,Female,Travel_Rarely,0,0
21,4772,4,2,13,1,6,1,2,2,1,11,14,2,2,R&D,Manager,Divorced,Medical,Female,Non-Travel,2,0
42,5821,1,4,7,1,26,3,1,4,3,11,11,2,3,R&D,Lab Tech,Married,Marketing,Male,Travel_Rarely,2,0
20,2352,4,2,26,0,18,5,3,3,2,6,7,2,2,R&D,Sales Exec,Married,HR,Female,Travel_Rarely,3,0
49,3868,4,4,1,0,28,4,1,1,1,14,7,6,4,Sales,HR,Married,Marketing,Female,Travel_Rarely,1,0
20,3713,2,3,16,0,29,2,4,3,1,10,5,3,4,R&D,Manager,Married,Life Sci,Female,Travel_Rarely,0,0
44,9420,3,1,36,1,23,1,1,2,2,14,4,2,4,R&D,Manager,Divorced,Marketing,Male,Travel_Rarely,0,0
46,9161,3,3,13,0,19,8,2,1,1,6,1,3,4,R&D,Lab Tech,Single,Tech Degree,Male,Travel_Rarely,0,0
49,8939,4,4,24,0,9,0,1,1,3,14,11,2,4,R&D,Healthcare Rep,Divorced,Medical,Male,Non-Travel,0,0
36,1000,4,4,29,0,27,8,3,1,2,7,3,2,5,R&D,Sales Exec,Single,HR,Female,Non-Travel,2,0
38,6922,3,4,28,0,21,0,2,1,4,13,12,1,3,R&D,Sales Exec,Married,HR,Female,Travel_Rarely,2,0
22,7108,3,3,19,0,24,6,4,4,2,9,16,3,2,HR,Manager,Single,Tech Degree,Female,Travel_Rarely,1,0
35,5671,2,4,20,1,27,5,3,1,4,6,15,5,4,Sales,HR,Married,Tech Degree,Female,Travel_Frequently,0,1
45,7058,1,3,21,0,6,6,2,2,4,9,8,3,5,HR,Director,Single,Tech Degree,Male,Travel_Rarely,1,0
59,9224,4,2,34,0,14,2,4,4,2,1,0,4,5,R&D,Director,Married,Life Sci,Female,Travel_Rarely,3,0
39,3177,3,1,36,0,28,2,3,2,2,3,14,6,5,R&D,Sales Exec,Single,Medical,Male,Non-Travel,1,0
38,3486,4,1,15,0,26,0,4,2,4,14,11,5,3,HR,Healthcare Rep,Single,Life Sci,Female,Travel_Rarely,1,0
23,1000,4,3,16,1,24,3,1,3,4,10,4,1,4,R&D,Director,Married,Tech Degree,Male,Travel_Rarely,3,0
18,2433,3,2,15,0,29,1,1,1,1,5,1,3,5,R&D,Mfg Dir,Single,Medical,Male,Travel_Rarely,3,0
22,5155,2,3,1,1,13,9,4,1,2,2,3,1,5,Sales,Director,Single,Tech Degree,Female,Non-Travel,1,0
58,7579,4,2,3,0,11,7,1,2,2,14,14,5,4,Sales,Sales Rep,Single,Medical,Female,Non-Travel,3,0
29,1224,2,4,20,0,12,2,4,1,1,2,5,1,3,R&D,Sales Exec,Married,HR,Female,Travel_Rarely,1,0
43,1000,3,2,38,0,19,6,3,4,2,14,11,1,5,HR,Healthcare Rep,Married,Life Sci,Male,Non-Travel,2,0
51,5438,1,2,33,0,19,6,2,3,1,5,3,0,2,HR,HR,Single,Other,Female,Non-Travel,2,0
31,1000,1,2,29,0,21,8,4,1,1,0,0,3,1,R&D,Manager,Single,Tech Degree,Male,Non-Travel,1,0
43,1000,4,1,5,1,27,5,2,1,2,13,14,1,1,R&D,Research Sci,Married,Tech Degree,Female,Non-Travel,3,0
44,1000,3,2,16,0,26,0,2,4,3,0,13,0,1,R&D,Lab Tech,Married,Marketing,Male,Travel_Rarely,3,0
26,1000,2,4,38,0,19,7,4,3,4,4,2,0,3,HR,Sales Exec,Divorced,Other,Female,Travel_Rarely,2,0
43,1000,4,4,24,1,24,0,1,4,2,0,14,2,5,R&D,Healthcare Rep,Divorced,HR,Male,Travel_Rarely,2,0
39,2452,3,4,4,1,26,2,3,2,3,9,4,2,1,R&D,Manager,Married,Tech Degree,Male,Travel_Rarely,3,0
47,2573,3,2,4,0,13,4,2,2,1,7,2,6,1,R&D,Research Sci,Married,Life Sci,Male,Travel_Rarely,3,0
34,10367,2,3,19,1,28,7,3,1,3,1,6,5,4,R&D,Sales Rep,Married,HR,Female,Travel_Frequently,3,0
43,3567,4,3,15,0,14,8,2,3,2,5,5,3,5,R&D,Sales Exec,Divorced,Tech Degree,Male,Travel_Rarely,3,0
53,6426,3,4,36,0,24,6,4,2,2,9,0,2,5,HR,HR,Married,Life Sci,Female,Travel_Rarely,1,0
18,1000,3,1,39,1,18,8,1,4,3,9,6,5,4,R&D,Lab Tech,Divorced,Marketing,Male,Travel_Rarely,3,0
25,1277,3,3,8,0,12,2,3,2,2,4,3,3,5,HR,Research Sci,Married,Marketing,Female,Travel_Rarely,2,0
52,6069,2,2,4,0,4,4,2,2,4,9,11,5,2,Sales,HR,Married,Life Sci,Female,Travel_Rarely,2,0
32,1000,4,3,1,0,10,9,4,4,3,11,8,6,3,R&D,Director,Single,HR,Male,Travel_Rarely,0,0
39,3333,4,4,8,1,29,7,4,1,1,11,3,6,4,R&D,Manager,Married,Life Sci,Male,Travel_Rarely,3,0
31,4573,4,1,35,1,17,0,2,3,3,3,0,0,1,R&D,Sales Exec,Single,Other,Female,Travel_Rarely,1,0
43,4608,4,3,21,0,4,7,2,1,3,0,8,0,5,HR,Manager,Married,Life Sci,Male,Travel_Frequently,0,0
45,1000,1,3,21,0,12,6,2,4,3,13,14,3,2,Sales,Research Sci,Divorced,Marketing,Female,Travel_Rarely,0,0
40,1943,1,4,21,0,13,0,1,2,3,13,7,5,2,Sales,Mfg Dir,Divorced,Marketing,Female,Travel_Rarely,1,0
31,5059,4,1,33,0,29,9,2,3,1,2,14,5,3,R&D,Mfg Dir,Married,Marketing,Female,Travel_Rarely,0,0
41,1000,2,1,28,0,27,9,2,1,1,12,14,2,2,Sales,Lab Tech,Single,Other,Female,Travel_Rarely,0,0
19,5944,1,4,37,1,29,5,1,4,1,11,6,2,5,HR,Director,Single,Tech Degree,Female,Travel_Rarely,2,1
43,6850,3,2,32,0,4,0,4,2,3,3,15,3,5,Sales,Sales Rep,Married,Other,Female,Non-Travel,0,0
31,20000,1,3,17,0,10,1,2,2,4,1,1,4,2,R&D,Healthcare Rep,Divorced,Tech Degree,Female,Travel_Rarely,1,0
24,1177,3,2,6,0,25,4,3,1,4,11,3,2,5,Sales,Sales Exec,Married,Other,Female,Travel_Rarely,3,0
20,8718,4,3,0,0,3,1,4,4,1,1,15,1,5,R&D,Sales Exec,Single,Medical,Female,Travel_Rarely,3,0
40,3672,1,3,32,1,15,9,3,2,4,1,2,2,1,R&D,Research Sci,Divorced,Tech Degree,Male,Travel_Rarely,3,0
35,2337,2,2,0,0,2,0,2,2,4,10,1,4,4,Sales,Mfg Dir,Divorced,HR,Female,Travel_Rarely,2,0
55,1000,1,4,23,0,25,5,1,3,4,0,2,5,5,R&D,Sales Rep,Married,HR,Female,Non-Travel,2,0
52,6649,1,4,3,0,25,7,1,2,4,9,4,0,5,R&D,Research Sci,Married,Marketing,Female,Travel_Rarely,2,0
32,1345,1,3,3,0,17,7,1,1,4,1,1,0,3,HR,Sales Rep,Married,Other,Male,Travel_Rarely,1,0
42,2321,4,4,17,0,6,7,2,4,2,5,1,5,4,Sales,Mfg Dir,Married,Life Sci,Male,Travel_Frequently,3,0
54,1000,2,3,26,0,26,5,2,4,1,2,1,0,4,R&D,HR,Divorced,Marketing,Male,Travel_Rarely,1,0
45,8081,1,4,31,0,8,2,3,3,3,9,13,2,4,HR,Research Sci,Single,Life Sci,Male,Travel_Rarely,1,0
27,7274,2,3,32,0,3,0,1,4,4,4,14,6,2,R&D,Healthcare Rep,Married,Other,Male,Travel_Frequently,0,0
56,6614,4,4,27,0,27,1,2,1,2,0,11,0,1,HR,Sales Rep,Married,Marketing,Male,Travel_Rarely,3,0
34,1779,3,1,35,0,25,4,4,2,3,7,10,6,1,HR,Director,Divorced,Marketing,Female,Travel_Rarely,0,0
56,1000,1,2,5,1,18,9,2,3,2,12,10,4,3,R&D,Research Sci,Divorced,HR,Male,Travel_Rarely,2,1
39,5074,2,1,15,0,22,4,2,4,4,3,6,6,4,R&D,HR,Divorced,Life Sci,Male,Non-Travel,2,0
43,3427,2,2,33,0,1,9,4,3,4,8,11,4,4,Sales,Healthcare Rep,Married,Medical,Male,Travel_Rarely,1,0
42,1000,4,2,22,0,29,0,1,3,4,3,15,2,5,R&D,Mfg Dir,Divorced,Medical,Male,Travel_Rarely,1,0
34,5790,1,3,23,0,16,0,4,4,4,13,4,5,2,R&D,Lab Tech,Married,Marketing,Male,Travel_Rarely,0,0
30,20000,3,2,12,1,7,8,1,3,3,14,1,1,2,R&D,Sales Exec,Married,Other,Female,Non-Travel,0,1
37,6876,2,1,17,0,3,1,4,4,3,14,15,2,3,R&D,Sales Exec,Single,Marketing,Female,Travel_Rarely,1,0
42,6735,1,1,12,0,23,6,3,1,2,14,14,0,1,R&D,Research Sci,Divorced,HR,Male,Travel_Rarely,3,0
21,15010,3,4,36,0,4,9,1,4,1,1,10,2,4,Sales,Mfg Dir,Divorced,Life Sci,Female,Travel_Rarely,1,0
27,1134,2,1,38,0,9,3,2,2,4,2,5,4,3,HR,Manager,Single,Marketing,Male,Travel_Frequently,3,0
20,4168,2,4,16,1,5,6,3,4,2,4,12,2,2,R&D,Healthcare Rep,Single,Other,Female,Travel_Rarely,0,0
58,19472,3,2,14,0,19,7,1,2,2,11,9,2,2,Sales,Director,Divorced,Medical,Female,Travel_Rarely,2,0
35,1000,3,1,17,0,15,4,1,3,2,9,4,1,2,HR,Sales Exec,Married,Life Sci,Male,Travel_Rarely,2,0
53,6024,4,2,22,0,8,0,1,4,4,14,6,4,4,R&D,Sales Rep,Divorced,Marketing,Male,Travel_Rarely,0,0
39,4407,1,1,29,1,6,3,4,2,4,12,10,3,4,R&D,HR,Single,Life Sci,Male,Travel_Rarely,0,0
51,4415,1,1,33,0,18,9,1,4,2,12,13,3,4,R&D,Sales Exec,Single,HR,Female,Travel_Rarely,2,1
25,5981,4,4,3,1,19,2,2,4,4,13,15,4,5,R&D,Research Sci,Married,Medical,Female,Travel_Rarely,3,0
57,13269,2,2,2,0,24,9,1,4,2,5,3,3,1,R&D,Healthcare Rep,Single,Other,Male,Travel_Rarely,0,1
36,7629,3,1,6,1,15,4,2,1,3,6,0,0,2,R&D,Healthcare Rep,Single,Life Sci,Male,Travel_Rarely,3,0
59,1000,3,3,17,0,26,9,2,2,4,3,14,3,2,R&D,Manager,Single,Medical,Female,Travel_Rarely,3,0
58,9577,3,2,6,1,7,9,2,1,3,6,13,0,5,Sales,Lab Tech,Single,Marketing,Male,Travel_Rarely,2,0
54,1277,2,2,39,0,10,5,3,1,1,14,4,4,2,HR,Director,Single,Other,Female,Travel_Rarely,3,0
23,2365,3,2,5,1,6,1,2,2,4,9,3,3,2,Sales,Mfg Dir,Divorced,Other,Female,Travel_Rarely,2,0
43,3097,3,4,21,0,14,6,4,4,1,2,12,3,4,HR,Research Sci,Single,Tech Degree,Male,Travel_Rarely,0,0
51,3278,4,3,0,0,17,2,1,1,2,6,11,5,4,R&D,Research Sci,Married,Life Sci,Female,Travel_Frequently,1,0
23,2856,2,2,3,0,9,0,4,1,4,3,14,6,1,R&D,Mfg Dir,Divorced,Medical,Female,Travel_Frequently,1,0
54,13851,1,1,28,0,19,9,3,1,4,12,8,0,2,HR,Mfg Dir,Married,Life Sci,Female,Travel_Rarely,1,0
50,6121,4,1,20,0,5,2,1,4,4,12,3,0,3,Sales,Mfg Dir,Married,Marketing,Female,Travel_Rarely,1,0
39,4987,4,4,25,1,23,8,2,1,1,7,4,2,2,R&D,Manager,Married,Marketing,Male,Travel_Rarely,1,0
38,1000,1,1,13,1,7,9,1,3,1,8,8,1,2,R&D,Mfg Dir,Divorced,Other,Female,Non-Travel,1,1
23,11712,4,2,8,0,19,5,3,2,2,6,12,3,1,R&D,Mfg Dir,Divorced,Other,Male,Travel_Rarely,3,0
23,12005,2,1,11,1,20,5,3,3,3,7,9,5,3,R&D,Sales Exec,Married,Medical,Female,Travel_Frequently,3,1
21,7575,3,2,5,0,26,3,4,4,3,7,15,1,2,R&D,Sales Rep,Divorced,HR,Male,Travel_Frequently,1,0
47,1000,2,1,19,0,7,7,1,1,1,1,12,6,3,R&D,Healthcare Rep,Married,Life Sci,Female,Non-Travel,0,0
28,1000,1,3,23,0,24,4,1,2,4,8,3,6,4,R&D,Mfg Dir,Single,Life Sci,Female,Travel_Rarely,0,0
47,1275,1,4,26,0,2,6,1,1,3,5,12,5,4,R&D,Sales Exec,Divorced,Marketing,Male,Travel_Rarely,3,0
